1.0,0.5,0.666666666667,0.5,0.6,0.5,0.428571428571,0.375,0.333333333333,0.3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978260869565,0.978723404255,0.979166666667,0.979591836735,0.98,0.980392156863,0.980769230769,0.981132075472,0.981481481481,0.981818181818,0.982142857143,0.982456140351,0.98275862069,0.966101694915,0.95,0.950819672131,0.951612903226,0.952380952381,0.9375,0.923076923077,0.924242424242,0.910447761194,0.911764705882,0.898550724638,0.9,0.901408450704,0.888888888889,0.890410958904,0.891891891892,0.893333333333,0.881578947368,0.883116883117,0.871794871795,0.860759493671,0.8625,0.864197530864,0.853658536585,0.843373493976,0.833333333333,0.835294117647,0.825581395349,0.816091954023,0.818181818182,0.820224719101,0.811111111111,0.813186813187,0.804347826087,0.795698924731,0.797872340426,0.8,0.791666666667,0.79381443299,0.785714285714,0.787878787879,0.78,0.772277227723,0.764705882353,0.766990291262,0.769230769231,0.771428571429,0.764150943396,0.766355140187,0.759259259259,0.752293577982,0.745454545455,0.738738738739,0.741071428571,0.743362831858,0.745614035088,0.747826086957,0.75,0.752136752137,0.745762711864,0.747899159664,0.75,0.743801652893,0.737704918033,0.739837398374,0.741935483871,0.744,0.738095238095,0.732283464567,0.7265625,0.728682170543,0.723076923077,0.725190839695,0.719696969697,0.721804511278,0.723880597015,0.718518518519,0.713235294118,0.715328467153,0.710144927536,0.705035971223,0.7,0.695035460993,0.69014084507,0.685314685315,0.680555555556,0.675862068966,0.678082191781,0.673469387755,0.675675675676,0.671140939597,0.666666666667,0.668874172185,0.671052631579,0.673202614379,0.675324675325,0.670967741935,0.666666666667,0.662420382166,0.664556962025,0.660377358491,0.65625,0.652173913043,0.654320987654,0.650306748466,0.646341463415,0.642424242424,0.638554216867,0.634730538922,0.630952380952,0.633136094675,0.629411764706,0.625730994152,0.622093023256,0.618497109827,0.614942528736,0.611428571429,0.607954545455,0.604519774011,0.601123595506,0.597765363128,0.594444444444,0.596685082873,0.593406593407,0.590163934426,0.586956521739,0.583783783784,0.58064516129,0.577540106952,0.574468085106,0.571428571429,0.568421052632,0.565445026178,0.5625,0.559585492228,0.556701030928,0.553846153846,0.55612244898,0.553299492386,0.550505050505,0.547738693467,0.545,0.542288557214,0.539603960396,0.541871921182,0.539215686275,0.536585365854,0.533980582524,0.531400966184,0.528846153846,0.531100478469,0.528571428571,0.526066350711,0.52358490566,0.521126760563,0.518691588785,0.516279069767,0.513888888889,0.511520737327,0.509174311927,0.506849315068,0.504545454545,0.506787330317,0.509009009009,0.506726457399,0.508928571429,0.506666666667,0.504424778761,0.502202643172,0.5,0.497816593886,0.495652173913,0.497835497835,0.495689655172,0.49356223176,0.491452991453,0.489361702128,0.487288135593,0.485232067511,0.487394957983,0.485355648536,0.483333333333,0.48132780083,0.479338842975,0.477366255144,0.475409836066,0.473469387755,0.471544715447,0.46963562753,0.467741935484,0.465863453815,0.464,0.462151394422,0.460317460317,0.458498023715,0.46062992126,0.458823529412,0.45703125,0.455252918288,0.453488372093,0.451737451737,0.45,0.448275862069,0.446564885496,0.444866920152,0.443181818182,0.441509433962,0.43984962406,0.438202247191,0.436567164179,0.434944237918,0.433333333333,0.431734317343,0.430147058824,0.428571428571,0.42700729927,0.429090909091,0.427536231884,0.425992779783,0.424460431655,0.4229390681,0.421428571429,0.419928825623,0.418439716312,0.420494699647,0.419014084507,0.417543859649,0.41958041958,0.418118466899
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.888888888889,0.9,0.909090909091,0.916666666667,0.923076923077,0.857142857143,0.866666666667,0.875,0.882352941176,0.888888888889,0.894736842105,0.9,0.904761904762,0.909090909091,0.913043478261,0.916666666667,0.92,0.923076923077,0.888888888889,0.857142857143,0.827586206897,0.833333333333,0.806451612903,0.78125,0.757575757576,0.764705882353,0.742857142857,0.722222222222,0.702702702703,0.710526315789,0.717948717949,0.7,0.682926829268,0.666666666667,0.674418604651,0.681818181818,0.666666666667,0.652173913043,0.63829787234,0.625,0.612244897959,0.6,0.588235294118,0.596153846154,0.584905660377,0.574074074074,0.563636363636,0.571428571429,0.578947368421,0.568965517241,0.559322033898,0.566666666667,0.55737704918,0.548387096774,0.555555555556,0.5625,0.553846153846,0.545454545455,0.537313432836,0.529411764706,0.521739130435,0.514285714286,0.507042253521,0.5,0.493150684932,0.5,0.493333333333,0.5,0.493506493506,0.487179487179,0.481012658228,0.475,0.481481481481,0.475609756098,0.469879518072,0.464285714286,0.470588235294,0.476744186047,0.471264367816,0.477272727273,0.47191011236,0.477777777778,0.483516483516,0.478260869565,0.47311827957,0.468085106383,0.463157894737,0.458333333333,0.453608247423,0.448979591837,0.444444444444,0.44,0.445544554455,0.441176470588,0.436893203883,0.432692307692,0.428571428571,0.433962264151,0.429906542056,0.425925925926,0.43119266055,0.427272727273,0.423423423423,0.428571428571,0.424778761062,0.421052631579,0.417391304348,0.413793103448,0.410256410256,0.406779661017,0.403361344538,0.4,0.396694214876,0.393442622951,0.390243902439,0.387096774194,0.384,0.380952380952,0.377952755906,0.3828125,0.37984496124,0.376923076923,0.374045801527,0.371212121212,0.368421052632,0.365671641791,0.362962962963,0.360294117647,0.357664233577,0.36231884058,0.359712230216,0.357142857143,0.354609929078,0.352112676056,0.34965034965,0.354166666667,0.351724137931,0.349315068493,0.34693877551,0.344594594595,0.342281879195,0.34,0.337748344371,0.335526315789,0.333333333333,0.331168831169,0.329032258065,0.326923076923,0.324840764331,0.322784810127,0.320754716981,0.31875,0.316770186335,0.314814814815,0.312883435583,0.310975609756,0.309090909091,0.307228915663,0.305389221557,0.303571428571,0.301775147929,0.3,0.298245614035,0.296511627907,0.294797687861,0.293103448276,0.291428571429,0.289772727273,0.28813559322,0.292134831461,0.290502793296,0.288888888889,0.28729281768,0.285714285714,0.284153005464,0.282608695652,0.286486486486,0.284946236559,0.283422459893,0.281914893617,0.280423280423,0.278947368421,0.277486910995,0.276041666667,0.274611398964,0.273195876289,0.271794871795,0.270408163265,0.269035532995,0.267676767677,0.266331658291,0.265,0.26368159204,0.262376237624,0.261083743842,0.259803921569,0.258536585366,0.257281553398,0.256038647343,0.254807692308,0.253588516746,0.252380952381,0.251184834123,0.25,0.24882629108,0.247663551402,0.246511627907,0.24537037037,0.244239631336,0.243119266055,0.24200913242,0.240909090909
0.0,0.0,0.0,0.0,0.0,0.166666666667,0.142857142857,0.125,0.111111111111,0.1,0.0909090909091,0.0833333333333,0.0769230769231,0.0714285714286,0.0666666666667,0.0625,0.0588235294118,0.0555555555556,0.105263157895,0.1,0.0952380952381,0.0909090909091,0.0869565217391,0.0833333333333,0.08,0.0769230769231,0.0740740740741,0.0714285714286,0.0689655172414,0.0666666666667,0.0967741935484,0.09375,0.0909090909091,0.0882352941176,0.114285714286,0.111111111111,0.108108108108,0.105263157895,0.102564102564,0.1,0.0975609756098,0.0952380952381,0.116279069767,0.113636363636,0.111111111111,0.108695652174,0.106382978723,0.125,0.122448979592,0.14,0.137254901961,0.134615384615,0.132075471698,0.12962962963,0.127272727273,0.125,0.122807017544,0.120689655172,0.118644067797,0.116666666667,0.131147540984,0.129032258065,0.126984126984,0.125,0.123076923077,0.136363636364,0.134328358209,0.147058823529,0.144927536232,0.142857142857,0.140845070423,0.138888888889,0.13698630137,0.135135135135,0.133333333333,0.131578947368,0.142857142857,0.141025641026,0.139240506329,0.1375,0.135802469136,0.134146341463,0.132530120482,0.130952380952,0.129411764706,0.127906976744,0.126436781609,0.125,0.123595505618,0.122222222222,0.120879120879,0.119565217391,0.118279569892,0.117021276596,0.126315789474,0.125,0.123711340206,0.122448979592,0.121212121212,0.12
